omega,F=1.00,F=3.12,F=5.24,F=7.35,F=9.47,F=11.59,F=13.71,F=15.82,F=17.94,F=20.06,F=22.18,F=24.29,F=26.41,F=28.53,F=30.65,F=32.76,F=34.88,F=37.00
1.070202,0.882442,1.640074,2.057035,2.395675,2.696034,2.969097,3.211215,3.364138,3.410767,3.462005,3.527394,3.602635,3.684801,3.771997,3.863045,3.957017,4.053452,4.151697
1.071202,0.882347,1.640387,2.057163,2.395551,2.695699,2.968568,3.211038,3.366364,3.413405,3.463995,3.528757,3.603923,3.685622,3.772428,3.863361,3.956672,4.053016,4.151030
1.072202,0.882229,1.640648,2.057214,2.395328,2.695214,2.967998,3.210854,3.368727,3.415901,3.465970,3.530381,3.604878,3.686088,3.772823,3.863296,3.956480,4.052671,4.150077
1.073202,0.882126,1.640950,2.057355,2.395240,2.695033,2.967738,3.211095,3.371218,3.418776,3.468519,3.532391,3.606181,3.687366,3.773614,3.863671,3.956840,4.052801,4.150301
1.074202,0.882014,1.641210,2.057457,2.395168,2.694745,2.967300,3.210926,3.373649,3.421589,3.470583,3.533958,3.607611,3.688340,3.774262,3.864185,3.956905,4.052532,4.149860
1.075203,0.881915,1.641460,2.057574,2.394838,2.694047,2.967032,3.210775,3.375218,3.424493,3.472673,3.535519,3.608107,3.688424,3.774947,3.863691,3.957228,4.052194,4.148359
1.076203,0.881786,1.641702,2.057491,2.394934,2.694144,2.966294,3.209992,3.377843,3.427321,3.474412,3.536855,3.610191,3.690188,3.774593,3.864842,3.956795,4.051321,4.148896
1.077203,0.881646,1.642015,2.057745,2.394752,2.693791,2.966134,3.210457,3.380216,3.429931,3.477144,3.539027,3.611381,3.691114,3.776080,3.864988,3.957183,4.051862,4.148147
1.078203,0.881549,1.642286,2.057817,2.394629,2.693456,2.965618,3.210076,3.382098,3.432785,3.479248,3.540112,3.612607,3.691888,3.776303,3.865294,3.957123,4.050790,4.147799
1.079203,0.881412,1.642490,2.057889,2.394451,2.693052,2.965151,3.209911,3.384103,3.435489,3.481366,3.542123,3.613757,3.692683,3.777048,3.865434,3.956971,4.050825,4.147160
1.080204,0.881289,1.642815,2.058050,2.394387,2.692746,2.964732,3.209688,3.386135,3.438155,3.483729,3.544006,3.615020,3.693456,3.777822,3.865898,3.957172,4.050826,4.146556
1.081204,0.881170,1.643092,2.058131,2.394303,2.692528,2.964360,3.209575,3.388193,3.441412,3.485570,3.545694,3.616586,3.694848,3.778272,3.866450,3.956507,4.051024,4.146589
1.082204,0.881038,1.643341,2.058251,2.394134,2.691987,2.964014,3.209409,3.389285,3.444220,3.488454,3.547745,3.617299,3.695406,3.779359,3.865796,3.957669,4.050873,4.145353
1.083204,0.880904,1.643578,2.058105,2.394111,2.691928,2.963351,3.209041,3.391522,3.446133,3.490410,3.548603,3.619216,3.696624,3.778936,3.867283,3.957167,4.049643,4.145773
1.084204,0.880753,1.643915,2.058459,2.393931,2.691504,2.962917,3.208119,3.393589,3.450109,3.492523,3.551188,3.620694,3.697926,3.780626,3.867273,3.957496,4.050685,4.145473
1.085205,0.880621,1.644177,2.058531,2.393845,2.691196,2.962629,3.208515,3.395133,3.453001,3.495271,3.553022,3.621466,3.698106,3.781299,3.867781,3.957877,4.050088,4.144490
1.086205,0.880472,1.644444,2.058613,2.393700,2.690852,2.962009,3.208111,3.396265,3.455609,3.497511,3.554295,3.623242,3.699732,3.781505,3.868079,3.957479,4.050142,4.144326
1.087205,0.880318,1.644714,2.058691,2.393484,2.690494,2.961687,3.207470,3.398056,3.458672,3.499663,3.556486,3.624658,3.700752,3.782419,3.868332,3.957966,4.049874,4.144058
1.088205,0.880181,1.644945,2.058781,2.393515,2.690342,2.961334,3.207564,3.399617,3.461782,3.502358,3.558482,3.625837,3.701487,3.783360,3.869171,3.958317,4.049409,4.143804
1.089205,0.880033,1.645283,2.058972,2.393398,2.690088,2.960505,3.207296,3.401099,3.464854,3.504807,3.559651,3.627740,3.703115,3.783684,3.869750,3.957463,4.050058,4.143788
1.090206,0.879838,1.645525,2.059099,2.393119,2.689297,2.960442,3.206188,3.401830,3.467039,3.506169,3.562145,3.628968,3.703986,3.785061,3.869007,3.958733,4.050007,4.142544
1.091206,0.879713,1.645753,2.059008,2.393257,2.689452,2.960098,3.206457,3.402898,3.470458,3.509548,3.564221,3.629703,3.704298,3.785501,3.870518,3.958883,4.048541,4.142712
1.092206,0.879560,1.646109,2.059313,2.393088,2.689184,2.959270,3.206236,3.404732,3.473908,3.512128,3.565658,3.632069,3.706343,3.785904,3.871132,3.958046,4.049848,4.142817
1.093206,0.879386,1.646370,2.059414,2.392916,2.688629,2.959130,3.205697,3.405670,3.476809,3.514414,3.567746,3.633444,3.707344,3.787171,3.871070,3.959237,4.049703,4.142132
1.094206,0.879220,1.646609,2.059452,2.392824,2.688479,2.958507,3.205196,3.406661,3.479695,3.516630,3.569487,3.634518,3.707975,3.787804,3.871798,3.959175,4.049187,4.141822
1.095206,0.879053,1.646921,2.059633,2.392800,2.688191,2.958171,3.204981,3.407592,3.482359,3.519449,3.571709,3.636343,3.709514,3.788191,3.872219,3.959409,4.049805,4.141547
1.096207,0.878888,1.647217,2.059771,2.392535,2.687840,2.957704,3.204712,3.408184,3.485861,3.522053,3.573754,3.637916,3.710743,3.789618,3.873040,3.960014,4.049638,4.141552
1.097207,0.878687,1.647398,2.059825,2.392654,2.687549,2.957499,3.203898,3.409419,3.489153,3.524667,3.575614,3.639582,3.711951,3.790580,3.873127,3.960328,4.049731,4.140838
1.098207,0.878513,1.647746,2.059877,2.392578,2.687448,2.956957,3.203424,3.410408,3.492272,3.525915,3.577851,3.639891,3.712139,3.790806,3.874157,3.960127,4.048546,4.141094
1.099207,0.878358,1.648066,2.060154,2.392323,2.687093,2.956096,3.203551,3.411169,3.495239,3.529790,3.579696,3.642695,3.714361,3.791933,3.874760,3.960379,4.049825,4.141064
1.100207,0.878171,1.648322,2.060260,2.392299,2.686510,2.956071,3.203092,3.411724,3.498345,3.532348,3.581764,3.644125,3.715463,3.793033,3.875284,3.961056,4.049768,4.140771
1.101208,0.877972,1.648561,2.060293,2.392249,2.686489,2.955563,3.202709,3.412408,3.501319,3.534832,3.583585,3.645811,3.716730,3.793697,3.875503,3.961096,4.049848,4.140055
1.102208,0.877777,1.648873,2.060455,2.392132,2.686015,2.955139,3.201950,3.412454,3.504179,3.537341,3.585545,3.646761,3.717457,3.794467,3.876039,3.961353,4.049449,4.139918
1.103208,0.877598,1.649163,2.060603,2.392081,2.685937,2.954777,3.201828,3.413510,3.507659,3.540155,3.587790,3.649039,3.719115,3.795672,3.876873,3.961965,4.049770,4.139967
1.104208,0.877404,1.649452,2.060763,2.392038,2.685667,2.954381,3.201339,3.413857,3.510661,3.542861,3.590005,3.650583,3.720277,3.796516,3.877626,3.962242,4.049984,4.139988
1.105208,0.877206,1.649676,2.060829,2.391992,2.685305,2.954031,3.200984,3.414358,3.513813,3.545592,3.591555,3.652270,3.721625,3.797557,3.877474,3.962747,4.049936,4.138889
1.106209,0.876978,1.650012,2.060914,2.391915,2.685186,2.953588,3.199944,3.414719,3.516896,3.548410,3.593783,3.653409,3.721917,3.798278,3.878719,3.962864,4.048818,4.139496
1.107209,0.876768,1.650327,2.061155,2.391742,2.684888,2.952975,3.199916,3.414952,3.519917,3.551093,3.596362,3.655137,3.724014,3.798988,3.879512,3.962970,4.050287,4.139523
1.108209,0.876586,1.650603,2.061266,2.391736,2.684625,2.952677,3.199509,3.415268,3.522877,3.553795,3.598335,3.657058,3.725320,3.800242,3.880072,3.963679,4.050240,4.139283
1.109209,0.876372,1.650890,2.061413,2.391617,2.684188,2.952156,3.198923,3.415388,3.525929,3.556514,3.600521,3.658652,3.726272,3.801052,3.880738,3.963899,4.050232,4.139151
1.110209,0.876147,1.651138,2.061449,2.391507,2.684003,2.951692,3.198407,3.415287,3.528721,3.558926,3.602557,3.660020,3.727693,3.801736,3.881048,3.963901,4.050226,4.138707
1.111209,0.875945,1.651473,2.061699,2.391504,2.683736,2.951346,3.198108,3.415870,3.531723,3.562220,3.604906,3.662160,3.729057,3.803082,3.882190,3.964792,4.050608,4.139052
1.112210,0.875728,1.651755,2.061815,2.391472,2.683527,2.950995,3.197704,3.415750,3.534940,3.564804,3.607062,3.663980,3.730454,3.804187,3.882816,3.965320,4.049921,4.138635
1.113210,0.875478,1.652048,2.061971,2.391224,2.683230,2.950341,3.196659,3.415930,3.537505,3.567759,3.609100,3.665068,3.730933,3.804556,3.883574,3.964822,4.050743,4.138892
1.114210,0.875249,1.652310,2.062094,2.391181,2.682624,2.949718,3.196579,3.416116,3.540002,3.570757,3.611676,3.666830,3.733208,3.805508,3.883975,3.965620,4.051284,4.138260
1.115210,0.875046,1.652586,2.062188,2.391279,2.682670,2.949741,3.196300,3.416089,3.543438,3.573580,3.613953,3.669230,3.734687,3.807230,3.883810,3.966606,4.051059,4.137678
1.116210,0.874809,1.652899,2.062376,2.391183,2.682393,2.949269,3.195743,3.415934,3.546378,3.576194,3.615940,3.670913,3.735778,3.808161,3.885526,3.966922,4.050843,4.138510
1.117211,0.874562,1.653161,2.062430,2.391043,2.682104,2.948647,3.195082,3.415484,3.549137,3.578803,3.617953,3.672418,3.736907,3.808804,3.885890,3.966746,4.051480,4.138141
1.118211,0.874312,1.653471,2.062640,2.391019,2.681734,2.948281,3.194675,3.415729,3.551725,3.582088,3.620562,3.674135,3.738571,3.809973,3.886857,3.967665,4.051492,4.138087
1.119211,0.874085,1.653763,2.062787,2.390964,2.681645,2.947983,3.194253,3.415762,3.554663,3.585219,3.622933,3.676294,3.740034,3.811286,3.887013,3.968223,4.051883,4.137830
1.120211,0.873842,1.654066,2.062945,2.390943,2.681426,2.947626,3.193863,3.415750,3.557505,3.588283,3.625439,3.678194,3.741502,3.812479,3.888479,3.968870,4.051463,4.138431
1.121211,0.873590,1.654365,2.063105,2.390595,2.681062,2.946870,3.192883,3.415402,3.559970,3.591226,3.627276,3.679883,3.741961,3.813043,3.889510,3.968396,4.052457,4.138542
1.122212,0.873322,1.654627,2.063201,2.390754,2.680394,2.946315,3.192309,3.414673,3.562293,3.593845,3.629035,3.680998,3.744021,3.813495,3.890156,3.969218,4.052972,4.138051
1.123212,0.873070,1.654833,2.063232,2.390819,2.680585,2.946342,3.192353,3.414629,3.564713,3.596555,3.632314,3.683262,3.745991,3.815602,3.890466,3.970460,4.053063,4.137197
1.124212,0.872821,1.655216,2.063485,2.390741,2.680376,2.945846,3.191757,3.414884,3.567042,3.599926,3.634904,3.685576,3.747322,3.816742,3.891260,3.970835,4.052786,4.138196
1.125212,0.872546,1.655491,2.063636,2.390622,2.680070,2.945424,3.191240,3.414576,3.569275,3.603256,3.636948,3.687147,3.748705,3.817733,3.892421,3.971266,4.053198,4.138147
1.126212,0.872269,1.655787,2.063765,2.390498,2.679801,2.944890,3.190649,3.414095,3.571484,3.606375,3.639582,3.689184,3.749937,3.818842,3.892994,3.971457,4.053678,4.138078
1.127212,0.872014,1.656090,2.063959,2.390573,2.679390,2.944450,3.189909,3.414208,3.573742,3.609627,3.642095,3.691211,3.751964,3.820204,3.894227,3.972709,4.053999,4.138402
1.128213,0.871733,1.656304,2.063998,2.390576,2.679345,2.944247,3.189713,3.413849,3.575840,3.612847,3.644688,3.693236,3.753304,3.821264,3.895199,3.973135,4.054576,4.138521
1.129213,0.871429,1.656650,2.064176,2.390543,2.679205,2.943927,3.189380,3.413059,3.577768,3.616109,3.646440,3.694458,3.755017,3.822554,3.895264,3.973865,4.054640,4.137825
1.130213,0.871148,1.656994,2.064426,2.390406,2.678983,2.943504,3.188929,3.412281,3.579920,3.619218,3.649435,3.697048,3.756592,3.823901,3.896334,3.974402,4.053876,4.138718
1.131213,0.870888,1.657297,2.064611,2.390249,2.678691,2.942994,3.188375,3.412629,3.582252,3.622379,3.652355,3.699253,3.758051,3.825056,3.897841,3.974777,4.055527,4.138959
1.132213,0.870604,1.657587,2.064753,2.390258,2.678341,2.942413,3.187882,3.412587,3.583965,3.625643,3.654823,3.701131,3.759683,3.826198,3.898621,3.975632,4.055819,4.138905
1.133214,0.870301,1.657864,2.064883,2.390309,2.678127,2.942068,3.187278,3.412193,3.585424,3.628881,3.657079,3.702963,3.761093,3.827405,3.899207,3.975794,4.055915,4.139064
1.134214,0.869998,1.658132,2.064999,2.390256,2.677925,2.941763,3.186576,3.411661,3.587132,3.631823,3.659566,3.705018,3.762416,3.828112,3.900208,3.976628,4.056081,4.138800
1.135214,0.869713,1.658417,2.065234,2.390219,2.677781,2.941436,3.186392,3.411377,3.588928,3.635163,3.662532,3.707181,3.764504,3.829981,3.901248,3.977473,4.056902,4.139232
1.136214,0.869412,1.658749,2.065382,2.390268,2.677548,2.941053,3.185768,3.411224,3.590176,3.638710,3.665248,3.709408,3.765920,3.831017,3.902370,3.978147,4.057416,4.139391
1.137214,0.869095,1.659070,2.065542,2.390239,2.677342,2.940691,3.185337,3.410877,3.590906,3.641743,3.667936,3.711018,3.767667,3.832380,3.902556,3.978876,4.057404,4.139243
1.138215,0.868768,1.659386,2.065737,2.390018,2.677089,2.940237,3.184863,3.410220,3.591983,3.644554,3.670161,3.712326,3.769396,3.833785,3.903417,3.979503,4.056645,4.139725
1.139215,0.868452,1.659682,2.065899,2.390054,2.676822,2.939782,3.184330,3.409768,3.593730,3.648225,3.672880,3.715455,3.771003,3.835057,3.905260,3.980098,4.058439,4.140072
1.140215,0.868131,1.659975,2.066052,2.390138,2.676643,2.939470,3.183766,3.409564,3.595040,3.652059,3.676015,3.717774,3.772602,3.836256,3.906153,3.980834,4.059001,4.140042
1.141215,0.867815,1.660272,2.066214,2.390034,2.676408,2.939047,3.183270,3.409110,3.595974,3.655459,3.678718,3.719694,3.774188,3.837463,3.907078,3.981599,4.059323,4.140062
1.142215,0.867494,1.660545,2.066336,2.390019,2.675926,2.938322,3.182548,3.408205,3.596505,3.658469,3.680978,3.721807,3.775700,3.838614,3.907764,3.981672,4.059564,4.140102
1.143216,0.867168,1.660851,2.066511,2.390071,2.675969,2.938273,3.182045,3.408048,3.597573,3.662025,3.684000,3.724299,3.777592,3.840133,3.908959,3.982822,4.060211,4.140622
1.144216,0.866836,1.661180,2.066728,2.390052,2.675760,2.937891,3.181727,3.407657,3.598648,3.665547,3.687006,3.726396,3.779384,3.841576,3.910193,3.983705,4.060834,4.140902
1.145216,0.866496,1.661447,2.066832,2.390053,2.675430,2.937344,3.180997,3.406849,3.599393,3.669037,3.689574,3.728622,3.781198,3.842960,3.911401,3.983926,4.061439,4.141217
1.146216,0.866148,1.661632,2.066817,2.390043,2.675219,2.936956,3.179814,3.405791,3.599835,3.672493,3.691761,3.730780,3.782410,3.843682,3.912439,3.984439,4.061986,4.140630
1.147216,0.865823,1.662031,2.067166,2.390020,2.675142,2.936757,3.179824,3.405933,3.600585,3.675895,3.694846,3.733189,3.784209,3.845071,3.913480,3.985902,4.062318,4.140254
1.148216,0.865480,1.662388,2.067418,2.389985,2.674905,2.936336,3.179652,3.405768,3.601112,3.679244,3.698332,3.735353,3.785912,3.846722,3.914024,3.986804,4.062495,4.141603
1.149217,0.865116,1.662674,2.067550,2.389936,2.674657,2.935908,3.179083,3.405194,3.601315,3.682520,3.701055,3.737538,3.788104,3.848438,3.914768,3.987396,4.062539,4.142163
1.150217,0.864755,1.662957,2.067710,2.389884,2.674355,2.935410,3.178369,3.404361,3.601487,3.685703,3.703975,3.739663,3.789826,3.849634,3.916288,3.988093,4.063467,4.142012
1.151217,0.864406,1.663299,2.067944,2.389889,2.674179,2.935082,3.178104,3.404147,3.602109,3.689209,3.706981,3.741899,3.791596,3.850921,3.917572,3.988891,4.064251,4.142460
1.152217,0.864046,1.663618,2.068138,2.389923,2.674048,2.934785,3.177699,3.403773,3.601807,3.692812,3.710089,3.743945,3.793614,3.852805,3.918843,3.989345,4.064989,4.143097
1.153217,0.863666,1.663884,2.068257,2.389931,2.673894,2.934464,3.176732,3.403019,3.601821,3.696324,3.713175,3.745907,3.795647,3.854278,3.920039,3.989931,4.065632,4.143166
1.154218,0.863266,1.664154,2.068409,2.389939,2.673684,2.934050,3.175822,3.402062,3.601871,3.699755,3.716235,3.748371,3.797352,3.855387,3.921251,3.991051,4.066282,4.142735
1.155218,0.862886,1.664475,2.068614,2.389883,2.673515,2.933735,3.175643,3.401151,3.602094,3.703111,3.719270,3.751016,3.798983,3.856466,3.922267,3.992275,4.066705,4.142482
1.156218,0.862534,1.664825,2.068849,2.389836,2.673300,2.933337,3.175476,3.401054,3.602519,3.706395,3.722255,3.753769,3.800786,3.857809,3.923322,3.993431,4.067164,4.143754
1.157218,0.862164,1.665134,2.069015,2.389779,2.673071,2.932928,3.175079,3.400844,3.602769,3.709607,3.725192,3.756308,3.802583,3.859548,3.924348,3.994226,4.067586,4.144573
1.158218,0.861773,1.665407,2.069141,2.389713,2.672821,2.932491,3.174479,3.400413,3.602861,3.712741,3.728064,3.758666,3.804374,3.861362,3.925352,3.994709,4.068482,4.144993
1.159219,0.861367,1.665692,2.069324,2.389773,2.672574,2.932062,3.173788,3.399847,3.602835,3.715866,3.730992,3.761016,3.806476,3.863072,3.926348,3.995508,4.068516,4.145244
1.160219,0.860975,1.666044,2.069562,2.389829,2.672341,2.931678,3.173403,3.399433,3.602777,3.719054,3.734429,3.763634,3.808958,3.864968,3.928146,3.996823,4.069856,4.145775
1.161219,0.860579,1.666368,2.069753,2.389869,2.672019,2.931175,3.173091,3.398974,3.602573,3.722457,3.737798,3.766233,3.810895,3.866335,3.929408,3.997891,4.070486,4.146320
1.162219,0.860178,1.666667,2.069904,2.389895,2.671747,2.930572,3.172638,3.398469,3.602211,3.725130,3.741127,3.768789,3.812319,3.867940,3.930078,3.998915,4.070672,4.146853
1.163219,0.859758,1.666946,2.070019,2.389905,2.671559,2.930091,3.172063,3.397912,3.601679,3.727905,3.744393,3.771276,3.814165,3.869485,3.931144,3.999472,4.071298,4.147315
1.164219,0.859347,1.667255,2.070206,2.389948,2.671537,2.930196,3.171563,3.397388,3.602131,3.731418,3.747625,3.773867,3.816751,3.871275,3.933048,4.000414,4.072529,4.147718
1.165220,0.858932,1.667566,2.070401,2.389949,2.671589,2.930035,3.171054,3.396773,3.602387,3.734491,3.750836,3.776367,3.818942,3.872809,3.934448,4.001531,4.073150,4.148089
1.166220,0.858516,1.667875,2.070715,2.389909,2.671322,2.929567,3.170641,3.396071,3.602315,3.737032,3.754020,3.778834,3.820677,3.874318,3.935495,4.002774,4.073783,4.148397
1.167220,0.858083,1.668179,2.070834,2.389835,2.671125,2.929164,3.170037,3.395294,3.601834,3.739726,3.757179,3.781259,3.822663,3.875741,3.936702,4.003492,4.074322,4.148720
1.168220,0.857646,1.668486,2.071043,2.389848,2.671024,2.928941,3.169455,3.394773,3.601435,3.742600,3.760714,3.784052,3.824987,3.877505,3.938233,4.004281,4.075207,4.149148
1.169220,0.857211,1.668839,2.071293,2.389931,2.670884,2.928665,3.169003,3.394416,3.601281,3.745212,3.764220,3.786826,3.827257,3.879285,3.939691,4.005406,4.076007,4.149829
1.170221,0.856764,1.669155,2.071460,2.390002,2.670655,2.928167,3.168637,3.393975,3.601214,3.747655,3.767345,3.789214,3.829109,3.881024,3.940696,4.006691,4.076765,4.150413
1.171221,0.856305,1.669426,2.071545,2.390049,2.670452,2.927723,3.168101,3.393437,3.600909,3.750061,3.770601,3.791497,3.830549,3.882625,3.941742,4.007557,4.077429,4.151011
1.172221,0.855838,1.669686,2.071659,2.390074,2.670269,2.927349,3.167445,3.392848,3.600496,3.752363,3.774013,3.793849,3.832115,3.884227,3.942938,4.008280,4.078122,4.151419
1.173221,0.855403,1.670044,2.071996,2.390082,2.670198,2.927202,3.167073,3.392289,3.600210,3.754448,3.777905,3.797007,3.835172,3.886165,3.944772,4.009597,4.079149,4.152006
1.174221,0.854965,1.670412,2.072274,2.390076,2.669996,2.926880,3.166624,3.391632,3.599655,3.756392,3.781323,3.800253,3.837834,3.887834,3.946290,4.010766,4.079817,4.152426
1.175222,0.854514,1.670735,2.072482,2.390058,2.669753,2.926403,3.166123,3.390973,3.599177,3.758195,3.784721,3.803112,3.840100,3.889273,3.947535,4.011827,4.080317,4.152647
1.176222,0.854047,1.671013,2.072619,2.390030,2.669542,2.925932,3.165454,3.390273,3.598641,3.759893,3.788141,3.805564,3.841964,3.890715,3.948558,4.012560,4.080946,4.152762
1.177222,0.853581,1.671333,2.072826,2.390132,2.669503,2.925761,3.165009,3.389940,3.598534,3.761609,3.791973,3.808395,3.844222,3.892804,3.950037,4.013708,4.082134,4.153735
1.178222,0.853111,1.671663,2.073065,2.390173,2.669366,2.925502,3.164610,3.389399,3.598153,3.763371,3.795563,3.811292,3.846568,3.894841,3.951766,4.014984,4.083041,4.154621
1.179222,0.852638,1.671988,2.073304,2.390180,2.669102,2.925148,3.164241,3.388576,3.597363,3.764692,3.799275,3.814335,3.848910,3.896725,3.953391,4.016348,4.083818,4.155224
1.180222,0.852154,1.672308,2.073507,2.390123,2.668818,2.924704,3.163772,3.387782,3.596554,3.765215,3.802961,3.817023,3.851203,3.898482,3.954858,4.017403,4.084421,4.155498
1.181223,0.851659,1.672624,2.073712,2.390119,2.668652,2.924364,3.163260,3.387236,3.596230,3.767112,3.806618,3.819602,3.853354,3.900343,3.956326,4.018426,4.085305,4.155909
1.182223,0.851171,1.672935,2.073923,2.390233,2.668659,2.924178,3.162810,3.386987,3.596170,3.768795,3.810236,3.822585,3.855711,3.902198,3.957744,4.019694,4.086074,4.156802
1.183223,0.850678,1.673240,2.074105,2.390345,2.668567,2.923852,3.162273,3.386473,3.595658,3.769771,3.813802,3.825946,3.857994,3.903963,3.959151,4.020831,4.087005,4.157524
1.184223,0.850181,1.673538,2.074298,2.390395,2.668362,2.923370,3.161664,3.385662,3.594948,3.770412,3.817670,3.828377,3.860216,3.905708,3.960483,4.021859,4.087889,4.158103
1.185223,0.849661,1.673828,2.074481,2.390340,2.668030,2.922965,3.160999,3.384941,3.594372,3.771098,3.820703,3.831198,3.862390,3.907354,3.961723,4.022801,4.088709,4.158562
1.186224,0.849151,1.674172,2.074757,2.390412,2.668051,2.922862,3.160682,3.384731,3.594201,3.772258,3.824452,3.834051,3.864873,3.909443,3.963460,4.024219,4.089699,4.159386
1.187224,0.848648,1.674509,2.074964,2.390474,2.667970,2.922582,3.160345,3.384217,3.593592,3.772884,3.828586,3.837261,3.867216,3.911504,3.965158,4.025561,4.090641,4.160121
